,SITE,REGION,ISLAND,REEF_ZONE,OBS_YEAR,DEPTH_BIN,SITEVISITID,ANALYSIS_SEC,METHOD,REGION_NAME,HABITAT_CODE,DEPTH,HARD_CORAL,MA,CCA,SAND,OTHER_BENTHIC,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,VISIBILITY,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,ID,Acanthuridae,Apogonidae,Aulostomidae,Balistidae,Blenniidae,Bothidae,Caracanthidae,Carangidae,Carcharhinidae,Chaetodontidae,Cheilodactylidae,Cirrhitidae,Congridae,Diodontidae,Fistulariidae,Gobiidae,Holocentridae,Kuhliidae,Kyphosidae,Labridae,Lethrinidae,Lutjanidae,Malacanthidae,Microdesmidae,Monacanthidae,Mullidae,Muraenidae,Ophichthidae,Oplegnathidae,Ostraciidae,Pinguipedidae,Pomacanthidae,Pomacentridae,Priacanthidae,Ptereleotridae,Scaridae,Scorpaenidae,Serranidae,Synodontidae,Tetraodontidae,Zanclidae,UNKNOWN,INSTTotFish,SharkJackRayTunaBarra,INSTTotFishMinusSJRTB,MEAN_Chla_MEAN,MEAN_Chla_SD,MEAN_Chla_CLIM_MAX,MEAN_Chla_ANOM_MAX,MEAN_Chla_ANOM_FREQ,MEAN_Irradiance_MEAN,MEAN_Irradiance_SD,MEAN_Irradiance_CLIM_MAX,MEAN_Irradiance_ANOM_MAX,MEAN_Irradiance_ANOM_FREQ,MEAN_SST_MEAN,MEAN_SST_SD,MEAN_SST_CLIM_MAX,MEAN_SST_ANOM_MAX,MEAN_SST_ANOM_FREQ,MEAN_Waves_MEAN,MEAN_Waves_SD,MEAN_Waves_CLIM_MAX,MEAN_Waves_ANOM_MAX,MEAN_Waves_ANOM_FREQ,DATE_,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,ANALYSIS_STRATA,MPA_Name,MPA_Estab_Yr,Protection,TUT2012,OTHER_AREA_GROUPING,Total.Coral,CORAL_Branching.hard.coral,CORAL_Encrusting.hard.coral,CORAL_Massive.hard.coral,I_Sessile.Invertebrate,MA_Macroalga,SC_Soft.Coral,SED_Sediment,TURF_Turf.Alga,UC_UnIdentified,CCA_Coralline.Alga
22,HAW-00549,MHI,Hawaii,Forereef,2013,Mid,6005,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,6.8,33.5,6.5,37.5,7.5,15,0.37,0.186839844541468,0.85,18,2,1,0.159026054340182,0.502014372866008,6.06603351576952,0.845919796081699,272,3.840448839,0,0,0.608910472,0,0,0,0,0,0.132839306,0,0.020434615,0,0,0,0,0,0,0,0.447303983,0,0,0,0,0,0.012034094,0,0,0,0,0,0,0.280838885,0,0,2.083191585,0,0.144728423,0.002263537,0,0,0,7.572993739,0,7.572993739,0.0749,0.02463333333,0.20836666667,0.05003333333,0.13463333333,45.2017252267,8.355223154,59.2154,4.01601041667,0.18961352667,25.95773835,0.88680299267,27.4706666667,0.12680555567,0.04166666667,2.59596033933,4.279707669,9.83371102267,33.8000581833,0.04906600233,8/8/13,19.91792388,-155.8931737,0,HAW_KONA,9556,339993,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.35,0.334375,0,0.015625,0,0.021875,0,0,0.35,0.040625,0.2375
23,HAW-00582,MHI,Hawaii,Forereef,2013,Shallow,6010,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,3.4,50,0.5,10,5,34.5,0.83375,0.46221195581052,1.75,21,2,1,0,0.0289076306236671,9.05147454362459,2.40102592832189,277,8.519464881,0,0,0.468676817,0,0,0,0,0,0.605134146,0,0.162201165,0,0,0,0,0,0,0,1.01447953,0,0,0,0,0,0,0,0,0,0,0,0,0.711451564,0,0,0,0,0,0,0,0,0,11.4814081,0,11.4814081,0.0743,0.02726666667,0.23716666667,0.05723333333,0.13343333333,45.28760506,8.42895487767,59.0952666667,3.835188889,0.189009662,25.9568469,0.89780347033,27.4496666667,0.15499999967,0.045405983,1.702307244,3.37010095867,8.089421424,31.00993653,0.046160232,8/8/13,19.97723591,-155.8339528,0,HAW_KONA,14178,339994,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.361290323,0.022580645,0,0.338709677,0,0.006451613,0,0.016129032,0.474193548,0.064516129,0.077419355
24,HAW-00583,MHI,Hawaii,Forereef,2013,Shallow,6006,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,2.2,60,0,12.5,12.5,15,0.45,0.331976756129338,1.35,14,2,1,0.127214116342124,1.16246758521113,4.80305591769377,1.50642680608424,273,3.822010543,0,0,1.371955272,0.012922284,0,0,0,0,0.05966193,0,0.020434615,0,0,0,0,0,0,0,1.222497814,0,0,0,0,0,0,0,0,0,0,0,0,0.466151087,0,0,0.585857353,0,0,0,0.037673527,0,0,7.599164425,0,7.599164425,0.0749,0.02463333333,0.20836666667,0.05003333333,0.13463333333,45.2017252267,8.355223154,59.2154,4.01601041667,0.18961352667,25.95773835,0.88680299267,27.4706666667,0.12680555567,0.04166666667,2.73432683433,4.59427368467,10.404129428,35.33871793,0.04939809033,8/8/13,19.91123286,-155.8969777,0,HAW_KONA,9591,339991,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.440625,0.25625,0.0125,0.171875,0,0,0,0.003125,0.371875,0.040625,0.125
25,HAW-00591,MHI,Hawaii,Forereef,2013,Shallow,6004,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,1.6,27.5,0,7.5,0,65,0.23625,0.174364651750536,0.85,12.5,2,1,0.374749142481499,1.54953380848535,8.59974169294677,5.93886902366738,271,6.576362076,0,0,2.677143493,0.003017118,0,0,0,0,0.636520625,0,0.509459744,0,0,0.371939772,0,0,0,0,4.381718628,0,0,0,0,0.011311116,0,0,0,0,0.065343764,0,0,0.036104594,0,0,1.179902889,0,0,0.002809371,0.011260478,0,0,16.46289367,0,16.46289367,0.0749,0.02463333333,0.20836666667,0.05003333333,0.13463333333,45.2017252267,8.355223154,59.2154,4.01601041667,0.18961352667,25.9625432667,0.89849291967,27.468,0.14019444433,0.04326923067,2.05969769667,3.55113429367,8.54887356667,31.4602047367,0.04607721,8/8/13,19.94641087,-155.8714931,0,HAW_KONA,10606,339997,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.26969697,0.090909091,0.003030303,0.175757576,0,0,0,0,0.654545455,0.06969697,0.006060606
26,HAW-00617,MHI,Hawaii,Forereef,2013,Shallow,6012,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,4.6,57.5,0,15,8.5,19,0.86,0.544760008927792,1.95,12.5,2,1,0,1.63720714763364,16.6836853971717,1.62591595862172,279,15.59854231,0,0,1.134243574,0,0,0,0,0,0.596374616,0,0.18885792,0,0,0,0,0,0,0,0.533958639,0,0,0,0,0,0,0,0,0,0,0,0,1.623855584,0,0,0.213629931,0,0,0,0.057345928,0,0,19.9468085,0,19.9468085,0.0745,0.0207,0.19976666667,0.04246666667,0.14673333333,45.22442114,8.39549676167,59.2992666667,3.85422916667,0.17814009667,25.9555709167,0.88761006333,27.4516666667,0.13130555567,0.04273504267,2.52956397,4.16343585867,9.637645483,31.9890720833,0.048816936,8/8/13,19.89316491,-155.9063213,0,HAW_KONA,9948,339982,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.496551724,0.051724138,0.062068965,0.382758621,0,0,0,0.010344828,0.403448276,0.020689655,0.065517241
27,HAW-00623,MHI,Hawaii,Forereef,2013,Mid,6014,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,12.45,40,0,37.5,0,22.5,0.55875,0.308476667998238,0.95,17.5,2,1,6.69563817762707,9.60743113756616,6.63926324135977,3.07436711772293,281,6.596932094,0,0.01253844,0,0,0,0,0,0,0.28468527,0,0.149842687,0,0,0,0,10.97796912,0,0,1.598546222,0,0,0,0,0,0,0,0,0,0,0,0.105448178,0.718999455,0,0,0,0,5.571738205,0,0,0,0,26.01669967,0,26.01669967,0.0745,0.0207,0.19976666667,0.04246666667,0.14673333333,45.22442114,8.39549676167,59.2992666667,3.85422916667,0.17814009667,25.9555709167,0.88761006333,27.4516666667,0.13130555567,0.04273504267,2.14783576067,3.42332696367,7.85781089633,23.7631950233,0.052801993,8/8/13,19.86209798,-155.9281347,0,HAW_KONA,17714,339950,RANDOM,RAMP_BASIC,2013-15,ForereefMid,Kiholo Bay Fishery Management Area,1997,Restricted,NA,,0.216129032,0.080645161,0.006451613,0.129032258,0,0,0,0,0.332258065,0.074193548,0.377419355
28,HAW-00625,MHI,Hawaii,Forereef,2013,Deep,5971,HAW_PUNA,nSPC,Main Hawaiian Islands,RRB,21.55,7.5,12.5,17.5,3.5,59,0.295,0.190803828768079,1,17.5,2,1,1.16767949821299,13.3298680238746,17.535703723395,5.04581766852154,248,17.06152056,0,0,2.486896549,0.025958029,0,0,0,0,0.434083488,0,0.6048368,0,0,0,0,0,0,0,0.859769989,0,1.686757735,0,0,0.065526609,0.271467858,0,0,0,0,0,0.426602881,12.7749546,0,0,0.036319801,0,0,0,0.011260478,0.333113531,0,37.07906891,0,37.07906891,0.0583,0.02216666667,0.19536666667,0.04526666667,0.13346666667,43.1373501933,9.248597691,57.9041666667,3.741939815,0.16666666667,25.3491289067,0.856956183,26.4943333333,0.30519444433,0.08707264967,13.9398393967,7.700970319,17.1495119533,29.6482000467,0.239518472,8/6/13,19.44146164,-154.8574018,0,HAW_PUNA,21979,187125,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.073529412,0.05,0.002941176,0.020588235,0,0.002941176,0,0.002941176,0.773529412,0.011764706,0.079411765
29,HAW-00629,MHI,Hawaii,Forereef,2013,Deep,5961,HAW_PUNA,nSPC,Main Hawaiian Islands,AGR,23.1,27.5,17.5,12.5,0,42.5,0.22875,0.134126587736527,0.75,12.5,2,1,9.446908081829,3.67753049346507,19.179445917032,6.48806667186307,242,12.20760033,0,0,1.525472522,0,0,0,0,0,1.209596414,0,0.37674787,0,0,0,0,2.203501747,0,0,0.576384624,0,2.031561686,0,0,0,1.990832525,0,0,0,0,0,0.420525455,0.419530102,0,0,6.315519038,0,9.446908082,0,0.067770769,0,0,38.79195116,0,38.79195116,0.08306666667,0.0579,0.7569,0.1773,0.08513333333,42.06625655,9.54375843233,58.1315666667,4.711825463,0.18780193233,25.32436457,0.89131247333,26.78,0.15036111133,0.034188034,15.2646205033,13.1664386633,23.1114921067,57.5942412033,0.125280199,8/5/13,19.74557402,-155.0255332,0,HAW_PUNA,63024,295010,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.235294118,0.070588235,0,0.164705882,0,0.029411765,0,0,0.382352941,0.064705882,0.185294118
30,HAW-00631,MHI,Hawaii,Forereef,2013,Deep,5958,HAW_PUNA,nSPC,Main Hawaiian Islands,ROB,23.4,5,2.5,2.5,8.5,81.5,0.6975,0.336530152892324,1.6,15,2,1,0,2.29101093308878,40.1111713939159,9.2461156107622,239,37.63514938,0,0,0.23987833,0,0,0,0,0,0,0,0.8318371,0,0,0,0,1.619546877,0,0,1.639034883,4.841177989,0.954493451,0,0,0,0.720245741,0,0,0,0,0,0.0213378,0.690912174,0,0,2.329703217,0,0,0,0.124980994,0,0,51.64829794,0,51.64829794,0.08243333333,0.06786666667,0.81403333333,0.18916666667,0.0676,41.5312318433,9.57348203767,58.4714333333,5.415525926,0.18417874367,25.3275908833,0.89244699833,26.6406666667,0.21005555567,0.05074786333,16.5748955867,11.4336050367,24.2768245167,42.4024620633,0.132835201,8/5/13,19.8325335,-155.0803804,0,HAW_PUNA,49534,307920,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.041176471,0.026470588,0.002941176,0.011764706,0,0.002941176,0,0.041176471,0.885294118,0.008823529,0.020588235
31,HAW-00632,MHI,Hawaii,Forereef,2013,Deep,5964,HAW_PUNA,nSPC,Main Hawaiian Islands,AGR,22.6,70,0,12.5,0,17.5,0.23,0.140607953136506,0.55,13,2,1,1.954112529795,0.0442004706139546,1.93913019143489,3.09929997278794,245,1.85962862,0,0,0.335401854,0,0,0,0,0,1.517964031,0,0.031017635,0,0,0,0,0,0,0,0.448400734,0,0,0,0,0,0.766515719,0,0,0,0,0,0.060664808,0.044200471,0,0,0,0,1.95411253,0,0.018836764,0,0,7.036743165,0,7.036743165,0.08306666667,0.0579,0.7569,0.1773,0.08513333333,42.06625655,9.54375843233,58.1315666667,4.711825463,0.18780193233,25.33332924,0.892961506,26.78,0.15036111133,0.034188034,10.5746987917,10.5243404107,15.9810032833,53.3597154067,0.127023661,8/5/13,19.74418798,-155.0468021,0,HAW_PUNA,62136,304464,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.775,0,0.727777778,0.047222222,0,0.011111111,0,0,0.158333333,0.008333333,0.038888889
32,HAW-00640,MHI,Hawaii,Forereef,2013,Mid,5962,HAW_PUNA,nSPC,Main Hawaiian Islands,AGR,11.1,35,17.5,22.5,0,25,0.405,0.259988259580981,1,15,2,1,0.645366508516866,0.0496353330544164,10.0138952646763,0.882405198155614,243,9.796894925,0,0,0,0.043984641,0,0,0,0,0,0,0.174559643,0,0,0,0,0,0,0,0.33338689,0,0,0,0,0,0.073615811,0,0,0,0,0,0,0.429517971,0,0,0,0,0.645366509,0,0.093975916,0,0,11.5913023,0,11.5913023,0.08306666667,0.0579,0.7569,0.1773,0.08513333333,42.06625655,9.54375843233,58.1315666667,4.711825463,0.18780193233,25.33332924,0.892961506,26.758,0.16772222233,0.03846153833,10.187558473,9.52027666067,15.0250994,42.8577650633,0.134827729,8/5/13,19.74691001,-155.0579811,0,HAW_PUNA,60270,305689,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.38,0.12,0.09,0.17,0,0.003333333,0,0,0.35,0.043333333,0.193333333
33,HAW-00642,MHI,Hawaii,Forereef,2013,Mid,5970,HAW_PUNA,nSPC,Main Hawaiian Islands,ROB,14.4,12.5,2.5,19,3.5,62.5,0.945,0.676743362621646,2.75,15,2,1,1.62787989595714,1.61181940447114,20.917695310669,4.01121948306134,247,13.70438645,0,0.383721872,3.686179023,0,0,0,0,0,0.74350629,0,0.70839087,0,0,0,0,0,0,0,0.841273292,0,1.213660913,0,0,0,0.319224741,0,0,0,0,0,0,1.637012236,0,0,4.80195788,0,0,0,0.129300524,0,0,28.16861409,0,28.16861409,0.0574,0.02183333333,0.21173333333,0.0438,0.1244,43.3008545367,9.24675368567,58.1669,3.85226180567,0.16364734267,25.3271202033,0.849734048,26.522,0.254138889,0.07799145333,14.5843414667,8.36111686667,18.01574528,30.9446081733,0.22739726,8/6/13,19.46009243,-154.8347954,0,HAW_PUNA,20925,187127,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.134375,0.0375,0.0125,0.084375,0.003125,0.025,0,0.003125,0.65625,0.015625,0.109375
34,HAW-00643,MHI,Hawaii,Forereef,2013,Mid,5959,HAW_PUNA,nSPC,Main Hawaiian Islands,SAG,11.25,37.5,3.5,5,0,54,0.4675,0.31104901515055,1.35,13.5,2,1,0,0.0834356959205292,5.14653969071274,1.97711150891117,240,4.936594465,0,0,0.215615477,0.012480278,0,0,0,0,0.140994331,0,0.251144408,0,0,0,0,0,0,0,1.162854573,0,0,0,0,0.0287965,0.104651946,0,0,0,0,0,0,0.278607861,0,0,0,0,0,0,0.075347055,0,0,7.207086896,0,7.207086896,0.08306666667,0.0579,0.7569,0.1773,0.08513333333,42.06625655,9.54375843233,58.1315666667,4.711825463,0.18780193233,25.33332924,0.892961506,26.78,0.15036111133,0.034188034,9.72385717433,9.23356952533,14.4645916633,42.3061736667,0.129846409,8/5/13,19.74481596,-155.0538582,0,HAW_PUNA,61340,305085,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.378787879,0.075757576,0.087878788,0.215151515,0,0.003030303,0,0,0.403030303,0.054545455,0.124242424
35,HAW-00648,MHI,Hawaii,Forereef,2013,Mid,5972,HAW_PUNA,nSPC,Main Hawaiian Islands,PSC,11.7,17.5,5,7.5,30,40,0.52375,0.490343292511905,2.1,16,2,1,5.70736398008305,5.10280465545119,9.06916948094361,4.42049970894395,249,8.045039414,0,0,2.386355382,0,0,0,0,0,0.245828326,0,1.352593967,0,0,0,0,0,0,0,1.033464213,0,0,0,0,0.132462037,0.035084823,5.672279157,0,0,0,0,0,5.202015545,0,0,0,0,0,0,0.037673527,0.157041434,0,24.29983783,0,24.29983783,0.0564,0.0206,0.18386666667,0.0383,0.14736666667,43.14122866,9.13733809,57.8059333333,3.825557176,0.17330917867,25.3685880733,0.85366644167,26.4876666667,0.309361111,0.08760683767,13.1690234133,6.87136905967,16.0877031267,28.61413435,0.243503528,8/6/13,19.40856803,-154.9009287,0,HAW_PUNA,21357,187140,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.133333333,0.075757576,0.021212121,0.036363636,0.012121212,0.009090909,0,0.096969697,0.675757576,0.009090909,0.054545455
36,HAW-00649,MHI,Hawaii,Forereef,2013,Mid,5963,HAW_PUNA,nSPC,Main Hawaiian Islands,AGR,12.35,20,9,16.5,3.5,51,0.32,0.227811477819089,0.7,19.5,2,1,0.0310176353076178,0.791248585187565,2.27723691679551,3.28684687567731,244,0.443914056,0,0,2.878390821,0.001508559,0,0,0,0,0,0,0.519318239,0,0,0,0,0,0,0,1.755348908,0,0,0,0,0,0.407958789,0.107053067,0,0,0,0,0,0.235184049,0,0,0,0,0,0,0.037673527,0,0,6.386350013,0,6.386350013,0.09136666667,0.126,0.49823333333,0.1007,0.09843333333,42.38430707,9.45163400967,58.3497333333,4.18663518533,0.16908212567,25.2996656433,0.88321692433,26.6696666667,0.18961111133,0.04433760667,14.7444560067,11.0620186233,21.0718339933,44.94539754,0.142880863,8/5/13,19.66451297,-154.9748457,0,HAW_PUNA,79709,249859,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.122580645,0.019354839,0.016129032,0.087096774,0,0.003225806,0,0,0.809677419,0.019354839,0.041935484
37,HAW-00662,MHI,Hawaii,Forereef,2013,Shallow,5974,HAW_PUNA,nSPC,Main Hawaiian Islands,PSC,5.65,15,10,17.5,5,52.5,0.72875,0.559869668683029,2.25,11,2,1,0,0.565742771043991,12.1438317938873,3.8327792248066,251,11.83840208,0,0,0.870818831,0.005796159,0,0,0,0,0.130513871,0,0.903267148,0,0,0,0,0,0,0,1.511196062,0,0,0,0,0.170415407,0.037237187,0,0,0,0,0,0,0.939692737,0,0,0.118734367,0,0,0,0.016279942,0,0,16.54235379,0,16.54235379,0.0564,0.0206,0.18386666667,0.0383,0.14736666667,43.14122866,9.13733809,57.8059333333,3.825557176,0.17330917867,25.3685880733,0.85366644167,26.4876666667,0.309361111,0.08760683767,12.68660685,6.507509487,15.5191874933,27.82655872,0.242009132,8/6/13,19.39415543,-154.9258347,0,HAW_PUNA,20646,187166,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.175,0.11875,0.0125,0.04375,0,0.003125,0,0.021875,0.60625,0.034375,0.159375
38,HAW-00663,MHI,Hawaii,Forereef,2013,Shallow,5978,HAW_PUNA,nSPC,Main Hawaiian Islands,ROB,5.5,17.5,2.5,3.5,0.5,76,0.52375,0.386586312022432,1.4,12.5,2,1,0,0.151108069169169,0.248883156706233,1.88840662284356,255,0.106146491,0,0,0.763171391,0.008227772,0,0,0,0,0.248711786,0,0.224264639,0,0,0,0,0,0,0,0.141207909,0,0,0,0,0.142736666,0.168410588,0,0,0,0,0,0,0.485520607,0,0,0,0,0,0,0,0,0,2.288397849,0,2.288397849,0.05776666667,0.02123333333,0.17026666667,0.0412,0.1365,43.13386809,9.21391693733,57.9341666667,3.78794768533,0.16243961333,25.3491289067,0.856956183,26.4943333333,0.30519444433,0.08707264967,12.53389735,6.42597156867,15.29165002,27.03602191,0.242590286,8/6/13,19.4231828,-154.8839146,0,HAW_PUNA,22623,187148,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.2,0.021875,0.090625,0.0875,0.003125,0,0,0,0.728125,0.015625,0.053125
39,HAW-00664,MHI,Hawaii,Forereef,2013,Shallow,5965,HAW_PUNA,nSPC,Main Hawaiian Islands,ROB,4.5,15,1.5,14,0,69.5,0.7475,0.428272523975654,1.7,12,2,1,0,3.54094901655361,10.0919051917785,5.74294129664186,246,3.993635635,0,0,4.095514215,0.001285446,0,0,0,0,0.765454733,0,0.110903046,0,0,0,0,0,0,0,1.561622353,0,0.452002965,0,0.005454517,0.13589558,2.567589065,0,0,0,0,0,0,5.35050699,0,0,0,0,0,0,0.10166985,0.234261112,0,19.3757955,0,19.3757955,0.084,0.0577,0.72183333333,0.1689,0.06943333333,41.8135625833,9.52434355,58.3185333333,5.017308565,0.18538647333,25.33484127,0.89138699433,26.758,0.16772222233,0.03846153833,11.14103234,9.05452051467,15.5241882,35.5921105067,0.166127024,8/5/13,19.77316163,-155.0877632,0,HAW_PUNA,53654,307125,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.151612903,0.141935484,0.006451613,0.003225806,0.006451613,0.003225806,0,0,0.438709677,0.025806452,0.209677419
40,HAW-00675,MHI,Hawaii,Forereef,2013,Deep,6000,HAW_SE,nSPC,Main Hawaiian Islands,AGR,22.4,70,3.5,12.5,0,14,0.3125,0.22054940031603,1,25,2,1,5.82910011643267,1.09847287255844,5.88190725320359,2.49063362454261,267,5.157766443,0,0,0.44849895,0.002592734,0,0,0,0,0.90590827,0,0.062035271,0,0,0,0,0,0,0,0.838852255,0,0.611180975,0,0,0,0.136890783,0,0,0,0,0,0.179133481,1.205317696,0,0,0.157623877,0,5.594313132,0,0,0,0,15.30011387,0,15.30011387,0.05136666667,0.01546666667,0.1615,0.03046666667,0.21073333333,43.45869053,7.796287824,56.8765333333,5.04861921267,0.20289855067,25.47684178,0.87019217933,26.9236666667,0.10644444467,0.02670940167,14.2224346667,6.959831087,16.8671282533,29.5884228867,0.277791615,8/7/13,18.9636033,-155.6063743,0,HAW_SE,2320,185514,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.356666667,0.356666667,0,0,0,0.036666667,0,0,0.35,0.056666667,0.16
41,HAW-00679,MHI,Hawaii,Forereef,2013,Deep,5990,HAW_SE,nSPC,Main Hawaiian Islands,AGR,23.7,17.5,10,17.5,2.5,52.5,0.19375,0.116626587736527,0.35,27.5,2,1,0,11.779491837356,3.82639725114828,8.55154506020017,258,3.166166691,4.128374911,0,0,0.00269923,0,0,0,0,0.25076588,0,0.076696801,0,0,0,0,0,0,0,0.50336928,0,7.221109034,0,0,0,0.458008601,0,0,0,0,0,0.631710634,7.690013162,0,0,0,0,0,0,0.028519926,0,0,24.15743415,0,24.15743415,0.051,0.01656666667,0.12553333333,0.0265,0.14793333333,40.3252852133,7.83168817933,57.2022,7.12731041667,0.17028985533,25.4255095433,0.84068790133,26.7153333333,0.14602777767,0.04433760667,12.32286171,6.49895613133,15.0155192733,25.2773125767,0.25105853067,8/7/13,19.08245567,-155.5452286,0,HAW_SE,3733,188571,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.1375,0.0625,0.021875,0.053125,0,0.003125,0,0.003125,0.68125,0.025,0.0875
42,HAW-00687,MHI,Hawaii,Forereef,2013,Mid,5993,HAW_SE,nSPC,Main Hawaiian Islands,ROB,15.2,15,2.5,17.5,5.5,59.5,1.02875,0.73470467211799,2.9,20,2,1,0.0126222754078381,3.10867697351821,15.8148421521067,7.43389427433153,261,12.26887894,0,0,2.071046123,0,0,0,0,0,0.761906403,0,1.667315607,0,0,0,0,0,0,2.354366192,1.450885065,0,0,0,0,0,1.799795402,0,0,0,0.115526934,0,0,2.940763476,0,0,0.901878011,0,0,0,0.037673527,0,0,26.37003568,0,26.37003568,0.0501,0.0164,0.17206666667,0.03053333333,0.19926666667,42.2947810633,7.80916468767,57.0749333333,5.677155787,0.18115942033,25.4418403733,0.851771783,26.8176666667,0.11808333333,0.033119658,15.5917181567,8.11394217133,18.4411782333,32.7952939467,0.289414695,8/7/13,19.00462098,-155.5838151,0,HAW_SE,2522,186336,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.3,0.128125,0.10625,0.065625,0,0.003125,0,0.003125,0.540625,0.021875,0.09375
43,HAW-00697,MHI,Hawaii,Forereef,2013,Mid,5991,HAW_SE,nSPC,Main Hawaiian Islands,AGR,13.6,27.5,3,17,5,47.5,0.34375,0.289260757732454,1.25,18,2,1,0.734847163315798,1.69163737681998,7.58795887686808,3.66599408089617,259,7.446359245,0,0,0.87088053,0.010721383,0,0,0,0,1.273162624,0,0.579756834,0,0,0,0,0,0,0,0.751804843,0,0,0,0,0,0,0,0,0,0.115526934,0,0,1.818346694,0,0,0,0,0.734847163,0,0.079031246,0,0,13.6804375,0,13.6804375,0.05033333333,0.0156,0.1122,0.02713333333,0.19623333333,41.9741296367,7.952389395,57.2880666667,5.760354861,0.177536232,25.4399534733,0.84858590467,26.7506666667,0.14625,0.04273504267,15.0248038467,7.54599125833,17.57292014,30.7049430233,0.294728103,8/7/13,19.04885941,-155.5520371,0,HAW_SE,3692,187221,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.380645161,0.087096774,0.167741935,0.125806452,0.003225806,0.029032258,0,0.012903226,0.522580645,0.009677419,0.035483871
44,HAW-00700,MHI,Hawaii,Forereef,2013,Deep,5998,HAW_SE,nSPC,Main Hawaiian Islands,SCR,22.7,15,2.5,0,25,57.5,0.269,0.181641846527158,0.65,15,2,1,0,2.08192596516928,3.42097360186595,2.68079285154862,265,3.116161245,0,0,0.215615477,0.009627809,0,0,0,0,0.235496631,0,1.042277723,0,0,0,0,0,0,0,0.569662432,0,0,0,0,0,0.577307923,0,0,0,0,0,0.285975593,2.079212766,0,0,0,0,0.033518054,0,0.018836764,0,0,8.183692419,0,8.183692419,0.051,0.01656666667,0.12553333333,0.0265,0.14793333333,40.3252852133,7.83168817933,57.2022,7.12731041667,0.17028985533,25.4255095433,0.84068790133,26.7153333333,0.14602777767,0.04433760667,12.32286171,6.49895613133,15.0155192733,25.2773125767,0.25105853067,8/7/13,19.08267595,-155.5481138,0,HAW_SE,3770,188710,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.071875,0.034375,0.021875,0.015625,0,0.003125,0,0.065625,0.85625,0.003125,0
